State or Region,Institution Sector,sector_sort,Fall_2003_Active,Fall_2003_IPEDS_Universe,Fall_2004_Active,Fall_2004_IPEDS_Universe,Fall_2005_Active,Fall_2005_IPEDS_Universe,Fall_2006_Active,Fall_2006_IPEDS_Universe,Fall_2007_Active,Fall_2007_IPEDS_Universe,Fall_2008_Active,Fall_2008_IPEDS_Universe,Fall_2009_Active,Fall_2009_IPEDS_Universe,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active*,Fall_2020_IPEDS_Universe*,(* estimated)
Nevada,"Private, for-profit, 2-year",12,0,"1,640",0,"2,823",0,"2,928",0,"3,021",0,"3,648",0,"3,278",0,"3,774",0,"5,298","1,031","4,854",934,"3,548",915,"3,690",800,"3,502",0,"2,589",0,"2,476",670,"2,898",0,"2,427",0,"3,151",0,"3,151",
New_Hampshire,Overall,1,"48,125","68,691","50,865","69,248","62,155","68,995","62,665","69,779","63,440","69,862","64,445","70,897","66,445","73,357","68,103","74,688","70,927","76,619","76,973","81,956","87,548","91,715","103,230","106,279","121,045","123,235","131,605","132,377","147,750","148,385","159,276","159,898","168,202","168,480","168,202","168,480",
New_Hampshire,All 4-year Institutions,2,"48,125","53,192","48,557","53,870","48,405","53,829","49,386","55,234","50,716","56,033","51,562","57,507","52,594","59,233","53,194","59,402","56,592","61,993","62,326","67,025","72,893","76,842","88,191","91,096","106,274","108,341","118,161","118,752","135,297","135,809","147,491","148,001","157,014","157,185","157,014","157,185",
New_Hampshire,All 2-year Institutions,3,0,"15,499","2,308","15,378","13,750","15,166","13,279","14,545","12,724","13,829","12,883","13,390","13,851","14,124","14,909","15,286","14,335","14,626","14,647","14,931","14,655","14,873","15,039","15,183","14,771","14,894","13,444","13,625","12,453","12,576","11,785","11,897","11,188","11,295","11,188","11,295",
New_Hampshire,All Public Institutions,4,"27,211","41,324","29,562","40,642","41,007","41,007","41,530","41,530","41,982","41,982","42,192","42,192","43,507","43,507","44,072","44,072","43,333","43,333","43,289","43,289","42,711","42,711","43,298","43,298","42,866","42,866","41,170","41,170","39,761","39,761","38,735","38,735","37,221","37,221","37,221","37,221",
New_Hampshire,"All Private, not-for-profit Institutions",5,"20,914","22,914","21,303","23,908","21,148","23,454","21,135","23,529","21,458","23,767","22,253","24,681","22,938","24,460","24,031","25,720","27,594","29,076","33,684","34,959","44,837","45,956","59,932","60,738","78,179","78,877","90,435","91,207","107,989","108,624","120,541","121,163","130,981","131,259","130,981","131,259",
New_Hampshire,"All Private, for-profit Institutions",6,0,"4,453",0,"4,698",0,"4,534",0,"4,720",0,"4,113",0,"4,024",0,"5,390",0,"4,896",0,"4,210",0,"3,708",0,"3,048",0,"2,243",0,"1,492",0,0,0,0,0,0,0,0,0,0,
New_Hampshire,"Public, 4-year",7,"27,211","27,211","27,254","27,254","27,257","27,257","28,251","28,251","29,258","29,258","29,309","29,309","29,656","29,656","29,163","29,163","28,998","28,998","28,642","28,642","28,056","28,056","28,259","28,259","28,095","28,095","27,726","27,726","27,308","27,308","26,950","26,950","26,033","26,033","26,033","26,033",
New_Hampshire,"Private, not-for-profit, 4-year",8,"20,914","22,914","21,303","23,320","21,148","23,132","21,135","23,209","21,458","23,506","22,253","24,398","22,938","24,187","24,031","25,343","27,594","28,785","33,684","34,675","44,837","45,738","59,932","60,594","78,179","78,754","90,435","91,026","107,989","108,501","120,541","121,051","130,981","131,152","130,981","131,152",
New_Hampshire,"Private, for-profit, 4-year",9,0,"3,067",0,"3,296",0,"3,440",0,"3,774",0,"3,269",0,"3,800",0,"5,390",0,"4,896",0,"4,210",0,"3,708",0,"3,048",0,"2,243",0,"1,492",0,0,0,0,0,0,0,0,0,0,
New_Hampshire,"Public, 2-year",10,0,"14,113","2,308","13,388","13,750","13,750","13,279","13,279","12,724","12,724","12,883","12,883","13,851","13,851","14,909","14,909","14,335","14,335","14,647","14,647","14,655","14,655","15,039","15,039","14,771","14,771","13,444","13,444","12,453","12,453","11,785","11,785","11,188","11,188","11,188","11,188",
New_Hampshire,"Private, not-for-profit, 2-year",11,0,0,0,588,0,322,0,320,0,261,0,283,0,273,0,377,0,291,0,284,0,218,0,144,0,123,0,181,0,123,0,112,0,107,0,107,
New_Hampshire,"Private, for-profit, 2-year",12,0,"1,386",0,"1,402",0,"1,094",0,946,0,844,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
New_Jersey,Overall,1,"322,727","370,085","328,560","378,179","334,626","377,871","347,530","383,808","355,920","396,388","379,905","408,525","403,313","429,881","411,769","440,283","430,116","440,278","425,890","436,801","421,763","433,659","420,628","433,050","409,187","420,935","406,521","418,979","403,543","416,932","394,861","412,345","392,587","411,143","392,587","411,143",
New_Jersey,All 4-year Institutions,2,"184,531","222,441","184,838","224,548","184,388","224,743","195,247","228,732","199,332","236,840","215,669","243,109","226,140","251,437","231,363","257,601","253,364","261,256","253,102","261,256","254,183","262,396","257,791","266,479","253,355","262,513","256,053","265,472","256,681","266,217","258,297","268,613","258,010","268,939","258,010","268,939",
New_Jersey,All 2-year Institutions,3,"138,196","147,644","143,722","153,631","150,238","153,128","152,283","155,076","156,588","159,548","164,236","165,416","177,173","178,444","180,406","182,682","176,752","179,022","172,788","175,545","167,580","171,263","162,837","166,571","155,832","158,422","150,468","153,507","146,862","150,715","136,564","143,732","134,577","142,204","134,577","142,204",
New_Jersey,All Public Institutions,4,"276,077","298,906","280,384","305,034","285,870","304,315","287,722","308,374","294,514","318,296","311,469","328,838","330,728","348,934","339,520","358,256","359,458","359,458","356,456","356,456","352,822","352,822","351,316","351,316","339,743","339,743","337,090","337,090","334,597","334,597","326,103","329,037","324,218","327,207","324,218","327,207",
New_Jersey,"All Private, not-for-profit Institutions",5,"46,650","67,328","48,176","69,370","48,756","70,032","59,808","71,714","61,406","73,822","68,436","75,057","68,876","75,967","68,477","75,979","67,295","74,861","66,556","74,391","65,270","73,483","65,653","73,908","65,602","73,635","65,692","73,822","65,469","73,693","65,290","74,413","65,511","75,139","65,511","75,139",
New_Jersey,"All Private, for-profit Institutions",6,0,"3,851",0,"3,775",0,"3,524",0,"3,720",0,"4,270",0,"4,630","3,709","4,980","3,772","6,048","3,363","5,959","2,878","5,954","3,671","7,354","3,659","7,826","3,842","7,557","3,739","8,067","3,477","8,642","3,468","8,895","2,858","8,797","2,858","8,797",
New_Jersey,"Public, 4-year",7,"137,881","153,056","136,662","152,991","135,632","152,430","135,439","154,289","137,926","159,966","147,233","164,602","153,555","171,761","159,114","177,850","182,706","182,706","183,668","183,668","185,242","185,242","188,479","188,479","183,911","183,911","186,622","186,622","187,735","187,735","189,539","189,539","189,641","189,641","189,641","189,641",
New_Jersey,"Private, not-for-profit, 4-year",8,"46,650","67,185","48,176","69,244","48,756","69,891","59,808","71,714","61,406","73,822","68,436","75,057","68,876","75,967","68,477","75,979","67,295","74,861","66,556","74,391","65,270","73,483","65,653","73,908","65,602","73,635","65,692","73,822","65,469","73,693","65,290","74,254","65,511","74,939","65,511","74,939",
New_Jersey,"Private, for-profit, 4-year",9,0,"2,200",0,"2,313",0,"2,422",0,"2,729",0,"3,052",0,"3,450","3,709","3,709","3,772","3,772","3,363","3,689","2,878","3,197","3,671","3,671","3,659","4,092","3,842","4,967","3,739","5,028","3,477","4,789","3,468","4,820","2,858","4,359","2,858","4,359",
New_Jersey,"Public, 2-year",10,"138,196","145,850","143,722","152,043","150,238","151,885","152,283","154,085","156,588","158,330","164,236","164,236","177,173","177,173","180,406","180,406","176,752","176,752","172,788","172,788","167,580","167,580","162,837","162,837","155,832","155,832","150,468","150,468","146,862","146,862","136,564","139,498","134,577","137,566","134,577","137,566",
New_Jersey,"Private, not-for-profit, 2-year",11,0,143,0,126,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,200,0,200,
New_Jersey,"Private, for-profit, 2-year",12,0,"1,651",0,"1,462",0,"1,102",0,991,0,"1,218",0,"1,180",0,"1,271",0,"2,276",0,"2,270",0,"2,757",0,"3,683",0,"3,734",0,"2,590",0,"3,039",0,"3,853",0,"4,075",0,"4,438",0,"4,438",
New_Mexico,Overall,1,"80,178","122,580","82,259","126,100","83,037","125,970","107,201","126,599","109,462","129,626","119,749","137,438","135,477","146,910","142,670","156,958","141,299","152,719","141,840","152,067","139,683","149,870","134,232","143,785","127,542","136,408","125,211","133,671","120,550","128,668","115,959","122,855","115,599","121,360","115,599","121,360",
New_Mexico,All 4-year Institutions,2,"51,242","58,531","52,500","61,654","52,066","61,312","52,433","61,270","52,266","61,036","52,739","61,462","58,276","64,155","60,415","66,684","62,984","69,060","63,132","69,900","62,303","69,206","60,868","67,296","59,137","64,696","58,432","63,591","55,881","60,716","53,735","57,834","53,501","56,634","53,501","56,634",
New_Mexico,All 2-year Institutions,3,"28,936","64,049","29,759","64,446","30,971","64,658","54,768","65,329","57,196","68,590","67,010","75,976","77,201","82,755","82,255","90,274","78,315","83,659","78,708","82,167","77,380","80,664","73,364","76,489","68,405","71,712","66,779","70,080","64,669","67,952","62,224","65,021","62,098","64,726","62,098","64,726",
New_Mexico,All Public Institutions,4,"77,880","117,245","79,972","121,339","80,843","120,976","104,773","121,668","107,220","124,773","117,821","132,983","134,756","143,101","141,874","150,856","139,737","146,515","140,107","146,792","137,515","144,381","131,876","138,311","125,174","131,287","122,920","129,038","119,138","125,280","114,637","120,293","114,361","118,116","114,361","118,116",
New_Mexico,"All Private, not-for-profit Institutions",5,"2,298","3,971","2,287","3,614","2,194","3,489","2,428","3,450","2,242","2,932","1,928","2,565",500,"1,158",494,"1,120","1,077","1,217","1,189","1,334","1,342","1,503","1,406","1,568","1,449","1,617","1,488","1,658","1,412","1,590","1,322","1,498","1,238","1,412","1,238","1,412",
New_Mexico,"All Private, for-profit Institutions",6,0,"1,364",0,"1,147",0,"1,505",0,"1,481",0,"1,921",0,"1,890",221,"2,651",302,"4,982",485,"4,987",544,"3,941",826,"3,986",950,"3,906",919,"3,504",803,"2,975",0,"1,798",0,"1,064",0,"1,832",0,"1,832",
New_Mexico,"Public, 4-year",7,"48,944","53,893","50,213","57,087","49,872","56,839","50,005","56,866","50,024","56,899","50,811","57,788","57,555","61,732","59,619","63,898","61,422","64,828","61,399","65,673","60,135","64,647","58,512","62,714","56,769","60,605","56,141","59,951","54,469","58,250","52,413","55,908","52,263","54,098","52,263","54,098",
New_Mexico,"Private, not-for-profit, 4-year",8,"2,298","3,671","2,287","3,614","2,194","3,489","2,428","3,450","2,242","2,932","1,928","2,565",500,"1,158",494,"1,120","1,077","1,217","1,189","1,334","1,342","1,503","1,406","1,568","1,449","1,617","1,488","1,658","1,412","1,590","1,322","1,498","1,238","1,412","1,238","1,412",
New_Mexico,"Private, for-profit, 4-year",9,0,967,0,953,0,984,0,954,0,"1,205",0,"1,109",221,"1,265",302,"1,666",485,"3,015",544,"2,893",826,"3,056",950,"3,014",919,"2,474",803,"1,982",0,876,0,428,0,"1,124",0,"1,124",
New_Mexico,"Public, 2-year",10,"28,936","63,352","29,759","64,252","30,971","64,137","54,768","64,802","57,196","67,874","67,010","75,195","77,201","81,369","82,255","86,958","78,315","81,687","78,708","81,119","77,380","79,734","73,364","75,597","68,405","70,682","66,779","69,087","64,669","67,030","62,224","64,385","62,098","64,018","62,098","64,018",
New_Mexico,"Private, not-for-profit, 2-year",11,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
New_Mexico,"Private, for-profit, 2-year",12,0,397,0,194,0,521,0,527,0,716,0,781,0,"1,386",0,"3,316",0,"1,972",0,"1,048",0,930,0,892,0,"1,030",0,993,0,922,0,636,0,708,0,708,
New_York,Overall,1,"995,289","1,127,809","1,016,223","1,143,316","1,028,777","1,157,143","1,041,428","1,162,529","1,077,306","1,183,054","1,137,032","1,243,145","1,194,913","1,298,377","1,234,807","1,314,419","1,263,840","1,328,815","1,258,645","1,320,361","1,260,193","1,313,850","1,261,909","1,307,376","1,249,610","1,292,924","1,246,309","1,281,381","1,233,613","1,268,105","1,220,044","1,258,475","1,206,266","1,244,402","1,206,527","1,244,402",
New_York,All 4-year Institutions,2,"735,679","832,052","745,000","839,271","759,493","854,684","769,866","860,170","788,958","873,821","839,671","926,737","872,513","954,419","902,543","958,620","925,301","967,185","927,527","967,803","930,975","964,350","930,336","964,119","929,359","963,323","934,505","961,921","929,237","958,157","926,532","959,448","927,740","959,130","928,001","959,130",
New_York,All 2-year Institutions,3,"259,610","295,757","271,223","304,045","269,284","302,459","271,562","302,359","288,348","309,233","297,361","316,408","322,400","343,958","332,264","355,799","338,539","361,630","331,118","352,558","329,218","349,500","331,573","343,257","320,251","329,601","311,804","319,460","304,376","309,948","293,512","299,027","278,526","285,272","278,526","285,272",
New_York,All Public Institutions,4,"573,650","619,056","585,863","628,337","587,709","631,597","597,037","637,978","617,191","657,848","639,328","681,431","674,086","718,069","708,084","729,186","731,914","737,572","722,274","727,878","720,934","726,510","721,847","727,222","709,143","714,421","700,892","706,208","697,458","702,924","690,097","695,701","678,392","683,874","678,392","683,874",
New_York,"All Private, not-for-profit Institutions",5,"411,026","465,275","419,086","471,654","428,116","479,998","431,056","480,317","437,400","477,557","473,221","514,970","489,413","527,293","491,986","526,722","497,800","532,197","502,703","536,017","504,016","533,162","500,204","528,891","502,304","530,927","508,839","531,236","501,101","524,423","495,106","522,661","492,550","519,304","492,811","519,304",
New_York,"All Private, for-profit Institutions",6,"10,613","43,478","11,274","43,325","12,952","45,548","13,335","44,234","22,715","47,649","24,483","46,744","31,414","53,015","34,737","58,511","34,126","59,046","33,668","56,466","35,243","54,178","39,858","51,263","38,163","47,576","36,578","43,937","35,054","40,758","34,841","40,113","35,324","41,224","35,324","41,224",
New_York,"Public, 4-year",7,"316,611","355,028","318,406","355,893","321,711","360,289","328,781","365,028","336,136","376,793","346,684","388,787","356,964","400,947","379,376","400,478","396,760","402,418","393,208","398,812","393,331","398,907","397,844","403,219","396,730","402,008","397,019","402,335","400,971","406,437","403,935","409,539","402,271","407,753","402,271","407,753",
New_York,"Private, not-for-profit, 4-year",8,"409,755","459,729","416,654","465,592","426,168","474,072","428,995","474,173","435,389","471,388","471,142","508,395","487,091","520,660","491,597","521,946","497,405","527,464","502,292","531,842","503,608","529,201","499,780","526,094","501,811","528,418","508,122","528,642","500,356","521,732","494,419","519,956","491,874","515,998","492,135","515,998",
New_York,"Private, for-profit, 4-year",9,"9,313","17,295","9,940","17,786","11,614","20,323","12,090","20,969","17,433","25,640","21,845","29,555","28,458","32,812","31,570","36,196","31,136","37,303","32,027","37,149","34,036","36,242","32,712","34,806","30,818","32,897","29,364","30,944","27,910","29,988","28,178","29,953","33,595","35,379","33,595","35,379",
New_York,"Public, 2-year",10,"257,039","264,028","267,457","272,444","265,998","271,308","268,256","272,950","281,055","281,055","292,644","292,644","317,122","317,122","328,708","328,708","335,154","335,154","329,066","329,066","327,603","327,603","324,003","324,003","312,413","312,413","303,873","303,873","296,487","296,487","286,162","286,162","276,121","276,121","276,121","276,121",
New_York,"Private, not-for-profit, 2-year",11,"1,271","5,546","2,432","6,062","1,948","5,926","2,061","6,144","2,011","6,169","2,079","6,575","2,322","6,633",389,"4,776",395,"4,733",411,"4,175",408,"3,961",424,"2,797",493,"2,509",717,"2,594",745,"2,691",687,"2,705",676,"3,306",676,"3,306",
New_York,"Private, for-profit, 2-year",12,"1,300","26,183","1,334","25,539","1,338","25,225","1,245","23,265","5,282","22,009","2,638","17,189","2,956","20,203","3,167","22,315","2,990","21,743","1,641","19,317","1,207","17,936","7,146","16,457","7,345","14,679","7,214","12,993","7,144","10,770","6,663","10,160","1,729","5,845","1,729","5,845",
North_Carolina,Overall,1,"433,355","464,368","441,146","471,011","450,837","480,714","476,072","490,981","482,340","497,592","507,819","523,868","548,058","563,040","556,089","573,594","553,290","573,102","548,703","567,424","547,792","564,878","543,522","559,935","540,686","552,775","542,375","553,231","546,916","555,119","548,758","555,274","554,171","559,676","554,171","559,676",
North_Carolina,All 4-year Institutions,2,"249,133","261,390","257,905","268,761","266,700","278,661","272,218","284,895","280,383","293,844","288,491","302,515","300,014","312,154","301,984","316,225","302,351","317,580","303,763","318,542","307,584","321,024","310,097","323,099","317,315","326,254","320,050","327,881","324,532","330,108","329,496","333,887","331,102","335,334","331,102","335,334",
