State,Sector,sector_sort,year,total_enrollment
Connecticut,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Connecticut,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,62
Delaware,Overall,1,Fall_2013_IPEDS_Universe,"58,332"
Delaware,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"43,646"
Delaware,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"14,686"
Delaware,All Public Institutions,4,Fall_2013_IPEDS_Universe,"40,992"
Delaware,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"17,340"
Delaware,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,0
Delaware,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"26,502"
Delaware,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"17,144"
Delaware,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,0
Delaware,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"14,490"
Delaware,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,196
Delaware,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,0
District_of_Columbia,Overall,1,Fall_2013_IPEDS_Universe,"123,595"
District_of_Columbia,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"123,415"
District_of_Columbia,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,180
District_of_Columbia,All Public Institutions,4,Fall_2013_IPEDS_Universe,"5,347"
District_of_Columbia,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"78,535"
District_of_Columbia,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"39,713"
District_of_Columbia,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"5,347"
District_of_Columbia,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"78,535"
District_of_Columbia,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"39,533"
District_of_Columbia,"Public, 2-year",10,Fall_2013_IPEDS_Universe,0
District_of_Columbia,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
District_of_Columbia,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,180
Florida,Overall,1,Fall_2013_IPEDS_Universe,"1,102,005"
Florida,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"1,015,709"
Florida,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"86,296"
Florida,All Public Institutions,4,Fall_2013_IPEDS_Universe,"795,860"
Florida,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"178,599"
Florida,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"127,546"
Florida,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"743,237"
Florida,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"176,810"
Florida,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"95,662"
Florida,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"52,623"
Florida,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,"1,789"
Florida,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"31,884"
Georgia,Overall,1,Fall_2013_IPEDS_Universe,"514,531"
Georgia,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"367,454"
Georgia,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"147,077"
Georgia,All Public Institutions,4,Fall_2013_IPEDS_Universe,"413,706"
Georgia,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"73,394"
Georgia,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"27,431"
Georgia,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"273,434"
Georgia,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"72,904"
Georgia,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"21,116"
Georgia,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"140,272"
Georgia,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,490
Georgia,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"6,315"
Hawaii,Overall,1,Fall_2013_IPEDS_Universe,"74,980"
Hawaii,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"44,421"
Hawaii,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"30,559"
Hawaii,All Public Institutions,4,Fall_2013_IPEDS_Universe,"58,941"
Hawaii,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"13,087"
Hawaii,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"2,952"
Hawaii,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"30,486"
Hawaii,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"13,087"
Hawaii,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,848
Hawaii,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"28,455"
Hawaii,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Hawaii,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"2,104"
Idaho,Overall,1,Fall_2013_IPEDS_Universe,"108,434"
Idaho,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"83,274"
Idaho,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"25,160"
Idaho,All Public Institutions,4,Fall_2013_IPEDS_Universe,"75,910"
Idaho,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"31,246"
Idaho,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"1,278"
Idaho,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"51,635"
Idaho,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"31,246"
Idaho,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,393
Idaho,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"24,275"
Idaho,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Idaho,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,885
Illinois,Overall,1,Fall_2013_IPEDS_Universe,"883,081"
Illinois,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"525,167"
Illinois,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"357,914"
Illinois,All Public Institutions,4,Fall_2013_IPEDS_Universe,"546,483"
Illinois,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"226,038"
Illinois,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"110,560"
Illinois,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"194,913"
Illinois,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"225,295"
Illinois,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"104,959"
Illinois,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"351,570"
Illinois,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,743
Illinois,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"5,601"
Indiana,Overall,1,Fall_2013_IPEDS_Universe,"494,593"
Indiana,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"386,825"
Indiana,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"107,768"
Indiana,All Public Institutions,4,Fall_2013_IPEDS_Universe,"335,923"
Indiana,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"88,675"
Indiana,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"69,995"
Indiana,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"237,145"
Indiana,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"88,251"
Indiana,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"61,429"
Indiana,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"98,778"
Indiana,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,424
Indiana,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"8,566"
Iowa,Overall,1,Fall_2013_IPEDS_Universe,"284,534"
Iowa,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"190,149"
Iowa,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"94,385"
Iowa,All Public Institutions,4,Fall_2013_IPEDS_Universe,"168,644"
Iowa,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"56,283"
Iowa,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"59,607"
Iowa,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"74,862"
Iowa,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"56,283"
Iowa,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"59,004"
Iowa,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"93,782"
Iowa,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Iowa,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,603
Kansas,Overall,1,Fall_2013_IPEDS_Universe,"216,287"
Kansas,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"130,496"
Kansas,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"85,791"
Kansas,All Public Institutions,4,Fall_2013_IPEDS_Universe,"184,075"
Kansas,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"27,801"
Kansas,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"4,411"
Kansas,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"100,524"
Kansas,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"27,356"
Kansas,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"2,616"
Kansas,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"83,551"
Kansas,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,445
Kansas,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"1,795"
Kentucky,Overall,1,Fall_2013_IPEDS_Universe,"271,976"
Kentucky,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"176,847"
Kentucky,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"95,129"
Kentucky,All Public Institutions,4,Fall_2013_IPEDS_Universe,"218,472"
Kentucky,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"39,830"
Kentucky,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"13,674"
Kentucky,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"126,535"
Kentucky,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"39,830"
Kentucky,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"10,482"
Kentucky,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"91,937"
Kentucky,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Kentucky,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"3,192"
Louisiana,Overall,1,Fall_2013_IPEDS_Universe,"248,065"
Louisiana,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"166,838"
Louisiana,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"81,227"
Louisiana,All Public Institutions,4,Fall_2013_IPEDS_Universe,"215,653"
Louisiana,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"28,065"
Louisiana,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"4,347"
Louisiana,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"139,717"
Louisiana,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"27,121"
Louisiana,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,0
Louisiana,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"75,936"
Louisiana,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,944
Louisiana,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"4,347"
Maine,Overall,1,Fall_2013_IPEDS_Universe,"69,832"
Maine,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"50,841"
Maine,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"18,991"
Maine,All Public Institutions,4,Fall_2013_IPEDS_Universe,"49,602"
Maine,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"19,766"
Maine,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,464
Maine,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"31,383"
Maine,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"19,458"
Maine,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,0
Maine,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"18,219"
Maine,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,308
Maine,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,464
Maryland,Overall,1,Fall_2013_IPEDS_Universe,"362,623"
Maryland,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"221,095"
Maryland,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"141,528"
Maryland,All Public Institutions,4,Fall_2013_IPEDS_Universe,"306,091"
Maryland,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"53,847"
Maryland,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"2,685"
Maryland,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"167,248"
Maryland,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"53,847"
Maryland,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,0
Maryland,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"138,843"
Maryland,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Maryland,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"2,685"
Massachusetts,Overall,1,Fall_2013_IPEDS_Universe,"512,429"
Massachusetts,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"406,086"
Massachusetts,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"106,343"
Massachusetts,All Public Institutions,4,Fall_2013_IPEDS_Universe,"228,255"
Massachusetts,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"280,130"
Massachusetts,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"4,044"
Massachusetts,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"123,892"
Massachusetts,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"279,066"
Massachusetts,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"3,128"
Massachusetts,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"104,363"
Massachusetts,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,"1,064"
Massachusetts,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,916
Michigan,Overall,1,Fall_2013_IPEDS_Universe,"640,177"
Michigan,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"416,507"
Michigan,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"223,670"
Michigan,All Public Institutions,4,Fall_2013_IPEDS_Universe,"527,740"
Michigan,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"109,547"
Michigan,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"2,890"
Michigan,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"305,454"
Michigan,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"109,547"
Michigan,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"1,506"
Michigan,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"222,286"
Michigan,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Michigan,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"1,384"
Minnesota,Overall,1,Fall_2013_IPEDS_Universe,"451,824"
Minnesota,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"320,612"
Minnesota,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"131,212"
Minnesota,All Public Institutions,4,Fall_2013_IPEDS_Universe,"266,440"
Minnesota,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"71,517"
Minnesota,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"113,867"
Minnesota,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"136,044"
Minnesota,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"71,457"
Minnesota,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"113,111"
Minnesota,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"130,396"
Minnesota,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,60
Minnesota,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,756
Mississippi,Overall,1,Fall_2013_IPEDS_Universe,"172,214"
Mississippi,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"95,754"
Mississippi,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"76,460"
Mississippi,All Public Institutions,4,Fall_2013_IPEDS_Universe,"154,916"
Mississippi,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"16,046"
Mississippi,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"1,252"
Mississippi,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"79,708"
Mississippi,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"16,046"
Mississippi,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,0
Mississippi,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"75,208"
Mississippi,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Mississippi,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"1,252"
Missouri,Overall,1,Fall_2013_IPEDS_Universe,"434,860"
Missouri,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"322,378"
Missouri,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"112,482"
Missouri,All Public Institutions,4,Fall_2013_IPEDS_Universe,"254,650"
Missouri,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"152,218"
Missouri,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"27,992"
Missouri,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"149,285"
Missouri,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"151,006"
Missouri,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"22,087"
Missouri,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"105,365"
Missouri,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,"1,212"
Missouri,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"5,905"
Montana,Overall,1,Fall_2013_IPEDS_Universe,"52,777"
Montana,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"43,621"
Montana,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"9,156"
Montana,All Public Institutions,4,Fall_2013_IPEDS_Universe,"47,851"
Montana,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"4,926"
Montana,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,0
Montana,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"39,145"
Montana,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"4,476"
Montana,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,0
Montana,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"8,706"
Montana,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,450
Montana,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,0
Nebraska,Overall,1,Fall_2013_IPEDS_Universe,"135,987"
Nebraska,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"92,936"
Nebraska,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"43,051"
Nebraska,All Public Institutions,4,Fall_2013_IPEDS_Universe,"101,893"
Nebraska,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"33,400"
Nebraska,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,694
Nebraska,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"59,389"
Nebraska,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"33,234"
Nebraska,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,313
Nebraska,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"42,504"
Nebraska,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,166
Nebraska,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,381
Nevada,Overall,1,Fall_2013_IPEDS_Universe,"110,034"
Nevada,All 4-year Institutions,2,Fall_2013_IPEDS_Universe,"95,140"
Nevada,All 2-year Institutions,3,Fall_2013_IPEDS_Universe,"14,894"
Nevada,All Public Institutions,4,Fall_2013_IPEDS_Universe,"102,538"
Nevada,"All Private, not-for-profit Institutions",5,Fall_2013_IPEDS_Universe,"2,298"
Nevada,"All Private, for-profit Institutions",6,Fall_2013_IPEDS_Universe,"5,198"
Nevada,"Public, 4-year",7,Fall_2013_IPEDS_Universe,"91,334"
Nevada,"Private, not-for-profit, 4-year",8,Fall_2013_IPEDS_Universe,"2,298"
Nevada,"Private, for-profit, 4-year",9,Fall_2013_IPEDS_Universe,"1,508"
Nevada,"Public, 2-year",10,Fall_2013_IPEDS_Universe,"11,204"
Nevada,"Private, not-for-profit, 2-year",11,Fall_2013_IPEDS_Universe,0
Nevada,"Private, for-profit, 2-year",12,Fall_2013_IPEDS_Universe,"3,690"
New_Hampshire,Overall,1,Fall_2013_IPEDS_Universe,"91,715"
